"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 417621251.279082 417621251.279082 417620630.169082 417620630.169082
7 417516560.064454 417516560.064454 417515938.954454 417515938.954454
14 417439196.305110 417439196.305110 417438575.195109 417438575.195109
561 286110767.686705 286110767.686705 286110146.576705 286110146.576705
564 285962888.555940 285962888.555940 285962267.445940 285962267.445940
596 285879768.614060 285879768.614060 285879147.504060 285879147.504060
2001 274648196.499747 274648196.499747 274647575.389746 274647575.389746
2003 252666813.139188 252666813.139188 252666192.029188 252666192.029188
2006 241526901.417468 241526901.417468 241526280.307468 241526280.307468
2239 208197681.188551 208197681.188551 208197060.078551 208197060.078551
2241 165657435.112844 165657435.112844 165656814.002844 165656814.002844
2768 165365862.788527 165365862.788527 165365241.678527 165365241.678527
4651 165315618.033219 165315618.033219 165314996.923219 165314996.923219
4654 165203430.253845 165203430.253845 165202809.143845 165202809.143845
4970 85717361.380251 85717361.380251 85716740.270251 85716740.270251
5982 85706173.769837 85706173.769837 85705552.659837 85705552.659837
5984 85551820.790200 85551820.790200 85551199.680200 85551199.680200
285000 2975735859.137100 85551820.790200 2975735859.137100 85551199.680200
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4753833355.165563 4753833355.165563 4753832734.055563 4753832734.055563
2 4752521770.453988 4752521770.453988 4752521149.343988 4752521149.343988
4 4749195691.429850 4749195691.429850 4749195070.319850 4749195070.319850
7 4749128734.218966 4749128734.218966 4749128113.108966 4749128113.108966
20 4749108698.580958 4749108698.580958 4749108077.470959 4749108077.470959
26 4746569660.787529 4746569660.787529 4746569039.677529 4746569039.677529
36 4746403051.420900 4746403051.420900 4746402430.310901 4746402430.310901
121 4272402115.266008 4272402115.266008 4272401494.156008 4272401494.156008
124 4270155080.630297 4270155080.630297 4270154459.520297 4270154459.520297
125 4270033390.109842 4270033390.109842 4270032768.999842 4270032768.999842
146 4268858664.107569 4268858664.107569 4268858042.997569 4268858042.997569
161 3300949318.227647 3300949318.227647 3300948697.117647 3300948697.117647
162 3299506652.759234 3299506652.759234 3299506031.649234 3299506031.649234
164 3297208430.621260 3297208430.621260 3297207809.511260 3297207809.511260
180 3296953133.109647 3296953133.109647 3296952511.999647 3296952511.999647
186 3295671007.479522 3295671007.479522 3295670386.369522 3295670386.369522
241 517081107.518126 517081107.518126 517080486.408126 517080486.408126
242 516507524.890325 516507524.890325 516506903.780325 516506903.780325
244 516365498.887065 516365498.887065 516364877.777065 516364877.777065
270 516000904.767200 516000904.767200 516000283.657200 516000283.657200
401 290537505.634911 290537505.634911 290536884.524911 290536884.524911
404 290230157.100628 290230157.100628 290229535.990628 290229535.990628
2171 130091138.735201 130091138.735201 130090517.625201 130090517.625201
3251 130082585.349718 130082585.349718 130081964.239718 130081964.239718
3254 129976243.686130 129976243.686130 129975622.576130 129975622.576130
3259 129969861.493720 129969861.493720 129969240.383720 129969240.383720
5381 126090117.196567 126090117.196567 126089496.086567 126089496.086567
5628 122074703.454504 122074703.454504 122074082.344504 122074082.344504
7502 122040242.177916 122040242.177916 122039621.067916 122039621.067916
7507 122004833.559331 122004833.559331 122004212.449331 122004212.449331
7531 121967225.354258 121967225.354258 121966604.244258 121966604.244258
7706 120209262.775688 120209262.775688 120208641.665688 120208641.665688
8551 120165637.169286 120165637.169286 120165016.059286 120165016.059286
8563 120154931.920818 120154931.920818 120154310.810818 120154310.810818
8590 120148311.768982 120148311.768982 120147690.658982 120147690.658982
285000 477793422.972118 120148311.768982 477793422.972118 120147690.658982
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1238253364.200956 1238253364.200956 1238252743.090956 1238252743.090956
4 1237741427.384671 1237741427.384671 1237740806.274671 1237740806.274671
12 1237669903.989028 1237669903.989028 1237669282.879029 1237669282.879029
14 1237666349.614142 1237666349.614142 1237665728.504142 1237665728.504142
26 1237128028.534037 1237128028.534037 1237127407.424037 1237127407.424037
41 811836540.189679 811836540.189679 811835919.079679 811835919.079679
42 811568469.560125 811568469.560125 811567848.450125 811567848.450125
44 811016736.942590 811016736.942590 811016115.832590 811016115.832590
56 810625087.035828 810625087.035828 810624465.925828 810624465.925828
58 810582526.094025 810582526.094025 810581904.984025 810581904.984025
79 810383839.432526 810383839.432526 810383218.322526 810383218.322526
81 520919292.411723 520919292.411723 520918671.301723 520918671.301723
92 520901643.490495 520901643.490495 520901022.380495 520901022.380495
94 520752826.065896 520752826.065896 520752204.955896 520752204.955896
441 374288392.837619 374288392.837619 374287771.727619 374287771.727619
452 374276087.211516 374276087.211516 374275466.101516 374275466.101516
453 374258901.373897 374258901.373897 374258280.263897 374258280.263897
458 374039788.115636 374039788.115636 374039167.005636 374039167.005636
841 350983735.225710 350983735.225710 350983114.115710 350983114.115710
842 350768408.062973 350768408.062973 350767786.952973 350767786.952973
844 350665956.624753 350665956.624753 350665335.514753 350665335.514753
870 350504915.568719 350504915.568719 350504294.458719 350504294.458719
1481 159751687.865768 159751687.865768 159751066.755768 159751066.755768
1482 159711185.509358 159711185.509358 159710564.399358 159710564.399358
1484 159701925.701908 159701925.701908 159701304.591908 159701304.591908
1486 159691617.261340 159691617.261340 159690996.151340 159690996.151340
1495 159685164.031514 159685164.031514 159684542.921514 159684542.921514
1504 159647425.595334 159647425.595334 159646804.485334 159646804.485334
2630 130807346.038766 130807346.038766 130806724.928766 130806724.928766
2633 130564126.668522 130564126.668522 130563505.558522 130563505.558522
2636 120586248.314184 120586248.314184 120585627.204184 120585627.204184
4332 120584599.596783 120584599.596783 120583978.486783 120583978.486783
4334 120562508.994558 120562508.994558 120561887.884558 120561887.884558
4336 120559701.149739 120559701.149739 120559080.039739 120559080.039739
4345 120538620.692856 120538620.692856 120537999.582856 120537999.582856
4354 120507562.688174 120507562.688174 120506941.578174 120506941.578174
5491 111195676.238145 111195676.238145 111195055.128145 111195055.128145
7182 111187531.352596 111187531.352596 111186910.242596 111186910.242596
7188 111186534.772287 111186534.772287 111185913.662287 111185913.662287
7189 111172127.171531 111172127.171531 111171506.061531 111171506.061531
7195 111139229.301734 111139229.301734 111138608.191734 111138608.191734
285000 431702509.340916 111139229.301734 431702509.340916 111138608.191734
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 8289622867.543922 8289622867.543922 8289622612.723923 8289622612.723923
2 8266782816.396589 8266782816.396589 8266782561.576590 8266782561.576590
9 8264601419.493943 8264601419.493943 8264601164.673944 8264601164.673944
35 8263935440.212379 8263935440.212379 8263935185.392379 8263935185.392379
41 2254117264.454364 2254117264.454364 2254117009.634364 2254117009.634364
42 2248786780.794996 2248786780.794996 2248786525.974996 2248786525.974996
53 2248354485.868002 2248354485.868002 2248354231.048002 2248354231.048002
68 2247840045.939020 2247840045.939020 2247839791.119020 2247839791.119020
121 1040427885.260728 1040427885.260728 1040427630.440728 1040427630.440728
122 1039225841.795339 1039225841.795339 1039225586.975339 1039225586.975339
133 1038610576.532920 1038610576.532920 1038610321.712920 1038610321.712920
961 216285793.858275 216285793.858275 216285539.038275 216285539.038275
962 215883351.347725 215883351.347725 215883096.527725 215883096.527725
995 215825866.306758 215825866.306758 215825611.486758 215825611.486758
2239 161733879.514975 161733879.514975 161733624.694975 161733624.694975
2409 137969493.726034 137969493.726034 137969238.906034 137969238.906034
3812 137922084.452848 137922084.452848 137921829.632848 137921829.632848
3832 137911397.757509 137911397.757509 137911142.937509 137911142.937509
3845 137872978.578547 137872978.578547 137872723.758547 137872723.758547
285000 548872651.356733 137872978.578547 548872651.356733 137872723.758547
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 29481081763.978367 29481081763.978367 29481081509.158367 29481081509.158367
2 29371698155.480606 29371698155.480606 29371697900.660606 29371697900.660606
35 29369490419.221989 29369490419.221989 29369490164.401989 29369490164.401989
41 8161820088.629890 8161820088.629890 8161819833.809891 8161819833.809891
42 8142355885.308829 8142355885.308829 8142355630.488830 8142355630.488830
53 8141583808.553588 8141583808.553588 8141583553.733588 8141583553.733588
68 8138509743.114704 8138509743.114704 8138509488.294704 8138509488.294704
81 1330247913.553546 1330247913.553546 1330247658.733546 1330247658.733546
82 1329812462.162355 1329812462.162355 1329812207.342355 1329812207.342355
84 1329604416.550954 1329604416.550954 1329604161.730954 1329604161.730954
86 1329508640.230378 1329508640.230378 1329508385.410378 1329508385.410378
