"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3334773.989620 3334773.989620 3334850.259620 3334850.259620
3 3334732.746056 3334732.746056 3334809.016056 3334809.016056
21 544602.424526 544602.424526 544678.694526 544678.694526
22 544598.873399 544598.873399 544675.143399 544675.143399
24 544586.970133 544586.970133 544663.240133 544663.240133
191 135677.355520 135677.355520 135753.625520 135753.625520
193 135674.171339 135674.171339 135750.441339 135750.441339
221 99870.109571 99870.109571 99946.379571 99946.379571
223 99865.528473 99865.528473 99941.798473 99941.798473
291 449.287646 449.287646 525.557646 525.557646
292 449.211573 449.211573 525.481573 525.481573
294 448.955936 448.955936 525.225936 525.225936
35665 0.000000 0.000000 76.270000 76.270000
120000 0.000000 0.000000 0.000000 76.270000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 777846.370444 777846.370444 777922.640444 777922.640444
3 777825.727457 777825.727457 777901.997457 777901.997457
21 502594.652860 502594.652860 502670.922860 502670.922860
23 502592.609295 502592.609295 502668.879295 502668.879295
61 271600.758987 271600.758987 271677.028987 271677.028987
62 271599.259565 271599.259565 271675.529565 271675.529565
64 271594.234261 271594.234261 271670.504261 271670.504261
71 230424.242920 230424.242920 230500.512920 230500.512920
72 230422.717109 230422.717109 230498.987109 230498.987109
74 230417.603209 230417.603209 230493.873209 230493.873209
251 37208.533646 37208.533646 37284.803646 37284.803646
253 37205.644847 37205.644847 37281.914847 37281.914847
34451 0.000000 0.000000 76.270000 76.270000
120000 0.000000 0.000000 0.000000 76.270000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 64722580.886504 64722580.886504 64722657.156504 64722657.156504
3 64722513.219317 64722513.219317 64722589.489317 64722589.489317
11 5420861.362790 5420861.362790 5420937.632790 5420937.632790
13 5420814.052935 5420814.052935 5420890.322935 5420890.322935
31 45162.531199 45162.531199 45238.801199 45238.801199
32 45161.750965 45161.750965 45238.020965 45238.020965
34 45159.135204 45159.135204 45235.405204 45235.405204
281 6359.771280 6359.771280 6436.041280 6436.041280
282 6359.388918 6359.388918 6435.658918 6435.658918
284 6358.107523 6358.107523 6434.377523 6434.377523
311 1007.074007 1007.074007 1083.344007 1083.344007
312 1006.908494 1006.908494 1083.178494 1083.178494
314 1006.354065 1006.354065 1082.624065 1082.624065
33209 0.000000 0.000000 76.270000 76.270000
120000 0.000000 0.000000 0.000000 76.270000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1954476.976015 1954476.976015 1954454.426015 1954454.426015
11 99830.963550 99830.963550 99808.413550 99808.413550
61 50803.650022 50803.650022 50781.100022 50781.100022
62 50798.139209 50798.139209 50775.589209 50775.589209
101 28746.152861 28746.152861 28723.602861 28723.602861
102 28741.678724 28741.678724 28719.128724 28719.128724
191 26867.353378 26867.353378 26844.803378 26844.803378
192 26862.801341 26862.801341 26840.251341 26840.251341
361 141.429076 141.429076 118.879076 118.879076
362 141.333781 141.333781 118.783781 118.783781
37799 0.000000 0.000000 -22.550000 -22.550000
