"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 263879.947295 263879.947295 264003.777295 264003.777295
2 263793.799198 263793.799198 263917.629198 263917.629198
3 263670.476593 263670.476593 263794.306593 263794.306593
11 263595.413348 263595.413348 263719.243348 263719.243348
17 263545.723056 263545.723056 263669.553056 263669.553056
81 163156.641378 163156.641378 163280.471378 163280.471378
82 163129.973427 163129.973427 163253.803427 163253.803427
85 163074.796599 163074.796599 163198.626599 163198.626599
90 163027.132460 163027.132460 163150.962460 163150.962460
107 163008.628974 163008.628974 163132.458974 163132.458974
801 142637.807531 142637.807531 142761.637531 142761.637531
805 142616.908950 142616.908950 142740.738950 142740.738950
1401 119715.223460 119715.223460 119839.053460 119839.053460
1407 119699.297581 119699.297581 119823.127581 119823.127581
1426 119697.670384 119697.670384 119821.500384 119821.500384
1434 119681.382952 119681.382952 119805.212952 119805.212952
2006 92607.295874 92607.295874 92731.125874 92731.125874
2035 82511.763504 82511.763504 82635.593504 82635.593504
2041 81350.662139 81350.662139 81474.492139 81474.492139
2043 74526.508202 74526.508202 74650.338202 74650.338202
2244 71140.962982 71140.962982 71264.792982 71264.792982
2596 59272.486190 59272.486190 59396.316190 59396.316190
2598 58742.149387 58742.149387 58865.979387 58865.979387
2599 48673.672898 48673.672898 48797.502898 48797.502898
2605 45883.630638 45883.630638 46007.460638 46007.460638
2607 45699.742895 45699.742895 45823.572895 45823.572895
4251 45674.457313 45674.457313 45798.287313 45798.287313
4256 45662.903185 45662.903185 45786.733185 45786.733185
4272 45652.698209 45652.698209 45776.528209 45776.528209
4279 45645.793981 45645.793981 45769.623981 45769.623981
285000 1904850.186965 45645.793981 1904850.186965 45769.623981
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 410302.061416 410302.061416 410425.891416 410425.891416
2 410296.392783 410296.392783 410420.222783 410420.222783
4 410094.130371 410094.130371 410217.960371 410217.960371
10 410071.861892 410071.861892 410195.691892 410195.691892
25 410022.080974 410022.080974 410145.910974 410145.910974
81 354822.401505 354822.401505 354946.231505 354946.231505
161 276519.616671 276519.616671 276643.446671 276643.446671
169 276418.296939 276418.296939 276542.126939 276542.126939
401 180384.959592 180384.959592 180508.789592 180508.789592
402 180348.251993 180348.251993 180472.081993 180472.081993
403 180263.562272 180263.562272 180387.392272 180387.392272
407 180225.148839 180225.148839 180348.978839 180348.978839
429 180191.653712 180191.653712 180315.483712 180315.483712
561 174842.767187 174842.767187 174966.597187 174966.597187
562 174674.549288 174674.549288 174798.379288 174798.379288
563 174659.314880 174659.314880 174783.144880 174783.144880
566 174632.702058 174632.702058 174756.532058 174756.532058
578 174566.973300 174566.973300 174690.803300 174690.803300
601 154253.475715 154253.475715 154377.305715 154377.305715
602 153966.052388 153966.052388 154089.882388 154089.882388
639 153964.418791 153964.418791 154088.248791 154088.248791
681 137063.135714 137063.135714 137186.965714 137186.965714
687 137034.118713 137034.118713 137157.948713 137157.948713
2171 108241.871393 108241.871393 108365.701393 108365.701393
2173 81642.088716 81642.088716 81765.918716 81765.918716
2174 81348.404594 81348.404594 81472.234594 81472.234594
