"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4007.783871 4007.783871 4100.723871 4100.723871
41 3924.072445 3924.072445 4017.012445 4017.012445
81 3320.213728 3320.213728 3413.153728 3413.153728
121 2527.714715 2527.714715 2620.654715 2620.654715
161 2212.364592 2212.364592 2305.304592 2305.304592
441 2083.494463 2083.494463 2176.434463 2176.434463
761 1703.266840 1703.266840 1796.206840 1796.206840
961 1602.249207 1602.249207 1695.189207 1695.189207
1321 1423.258944 1423.258944 1516.198944 1516.198944
1601 1281.303629 1281.303629 1374.243629 1374.243629
270000 2382.450220 1281.303629 2382.450220 1374.243629
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2435.771970 2435.771970 2528.711970 2528.711970
201 2006.076808 2006.076808 2099.016808 2099.016808
281 1938.905200 1938.905200 2031.845200 2031.845200
521 1891.446399 1891.446399 1984.386399 1984.386399
641 731.804999 731.804999 824.744999 824.744999
1201 661.118169 661.118169 754.058169 754.058169
270000 3975.902884 661.118169 3975.902884 754.058169
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2063.811307 2063.811307 2156.751307 2156.751307
81 1459.749787 1459.749787 1552.689787 1552.689787
481 1367.565417 1367.565417 1460.505417 1460.505417
1801 976.245329 976.245329 1069.185329 1069.185329
1841 686.600292 686.600292 779.540292 779.540292
270000 1232.576845 686.600292 1232.576845 779.540292
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 10430.454437 10430.454437 10465.804437 10465.804437
41 1767.184266 1767.184266 1802.534266 1802.534266
1801 1589.265874 1589.265874 1624.615874 1624.615874
1961 1534.782898 1534.782898 1570.132898 1570.132898
270000 1534.782898 1534.782898 1534.782898 1570.132898
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4404.698408 4404.698408 4440.048408 4440.048408
81 2927.222933 2927.222933 2962.572933 2962.572933
241 2621.917696 2621.917696 2657.267696 2657.267696
401 1692.805836 1692.805836 1728.155836 1728.155836
681 934.521267 934.521267 969.871267 969.871267
270000 2374.178986 934.521267 2374.178986 969.871267
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 8037.983248 8037.983248 8073.333248 8073.333248
41 4959.958849 4959.958849 4995.308849 4995.308849
81 2941.949989 2941.949989 2977.299989 2977.299989
641 2503.949698 2503.949698 2539.299698 2539.299698
1601 1583.216784 1583.216784 1618.566784 1618.566784
1881 1512.087356 1512.087356 1547.437356 1547.437356
1961 1351.235881 1351.235881 1386.585881 1386.585881
270000 1351.235881 1351.235881 1351.235881 1386.585881
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2144.109998 2144.109998 2147.929998 2147.929998
161 2094.208146 2094.208146 2098.028146 2098.028146
281 620.879328 620.879328 624.699328 624.699328
270000 4620.474065 620.879328 4620.474065 624.699328
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2991.865739 2991.865739 2995.685739 2995.685739
41 992.340355 992.340355 996.160355 996.160355
53 987.005451 987.005451 990.825451 990.825451
1161 688.007465 688.007465 691.827465 691.827465
1521 532.416174 532.416174 536.236174 536.236174
270000 2557.789059 532.416174 2557.789059 536.236174
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2009.983066 2009.983066 2013.803066 2013.803066
241 1823.452121 1823.452121 1827.272121 1827.272121
281 1737.819158 1737.819158 1741.639158 1741.639158
561 871.012848 871.012848 874.832848 874.832848
1081 810.701029 810.701029 814.521029 814.521029
1641 529.402745 529.402745 533.222745 533.222745
270000 1170.658587 529.402745 1170.658587 533.222745
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1586.937933 1586.937933 1608.687933 1608.687933
201 977.790867 977.790867 999.540867 999.540867
401 625.224318 625.224318 646.974318 646.974318
270000 1272.570119 625.224318 1272.570119 646.974318
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2349.721974 2349.721974 2371.471974 2371.471974
41 2273.753867 2273.753867 2295.503867 2295.503867
81 1986.153139 1986.153139 2007.903139 2007.903139
121 1784.727282 1784.727282 1806.477282 1806.477282
201 1604.762482 1604.762482 1626.512482 1626.512482
521 968.974655 968.974655 990.724655 990.724655
270000 2796.255074 968.974655 2796.255074 990.724655
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1830.048459 1830.048459 1851.798459 1851.798459
41 919.621601 919.621601 941.371601 941.371601
761 458.669887 458.669887 480.419887 480.419887
270000 1645.992921 458.669887 1645.992921 480.419887
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1450.216414 1450.216414 1515.006414 1515.006414
41 1087.232887 1087.232887 1152.022887 1152.022887
241 1085.158863 1085.158863 1149.948863 1149.948863
1041 1018.948798 1018.948798 1083.738798 1083.738798
1281 907.438582 907.438582 972.228582 972.228582
1401 422.195434 422.195434 486.985434 486.985434
270000 3542.725171 422.195434 3542.725171 486.985434
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1306.033274 1306.033274 1370.823274 1370.823274
201 1022.339074 1022.339074 1087.129074 1087.129074
1641 866.036270 866.036270 930.826270 930.826270
1721 686.151045 686.151045 750.941045 750.941045
270000 2084.077700 686.151045 2084.077700 750.941045
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1138.675375 1138.675375 1203.465375 1203.465375
281 558.149411 558.149411 622.939411 622.939411
270000 2384.414170 558.149411 2384.414170 622.939411
