"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 637442.921576 637442.921576 637478.821576 637478.821576
2 637429.267700 637429.267700 637465.167700 637465.167700
4 637237.755449 637237.755449 637273.655449 637273.655449
6 637031.072054 637031.072054 637066.972054 637066.972054
761 577587.704543 577587.704543 577623.604543 577623.604543
762 577560.654652 577560.654652 577596.554652 577596.554652
764 577548.702639 577548.702639 577584.602639 577584.602639
768 577537.063241 577537.063241 577572.963241 577572.963241
771 577534.978440 577534.978440 577570.878440 577570.878440
775 577534.171936 577534.171936 577570.071936 577570.071936
790 577528.083146 577528.083146 577563.983146 577563.983146
1121 577479.090437 577479.090437 577514.990437 577514.990437
1124 577468.272220 577468.272220 577504.172220 577504.172220
1126 577430.148764 577430.148764 577466.048764 577466.048764
1156 577427.867148 577427.867148 577463.767148 577463.767148
1201 526518.166886 526518.166886 526554.066886 526554.066886
1209 526467.507574 526467.507574 526503.407574 526503.407574
1211 526378.866558 526378.866558 526414.766558 526414.766558
2006 524171.304511 524171.304511 524207.204511 524207.204511
2008 502256.410602 502256.410602 502292.310602 502292.310602
2324 392113.994357 392113.994357 392149.894357 392149.894357
2326 380751.455044 380751.455044 380787.355044 380787.355044
2328 335994.131738 335994.131738 336030.031738 336030.031738
2511 326901.349755 326901.349755 326937.249755 326937.249755
2515 320797.043520 320797.043520 320832.943520 320832.943520
2516 307613.347814 307613.347814 307649.247814 307649.247814
2520 306096.076810 306096.076810 306131.976810 306131.976810
4051 306022.682149 306022.682149 306058.582149 306058.582149
4059 306011.440077 306011.440077 306047.340077 306047.340077
4061 305981.501076 305981.501076 306017.401076 306017.401076
7963 192188.092330 192188.092330 192223.992330 192223.992330
8322 174864.575444 174864.575444 174900.475444 174900.475444
9991 174805.129195 174805.129195 174841.029195 174841.029195
10001 174644.082347 174644.082347 174679.982347 174679.982347
285000 1590015.286905 174644.082347 1590015.286905 174679.982347
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2222589.846734 2222589.846734 2222625.746734 2222625.746734
2 2222276.314824 2222276.314824 2222312.214824 2222312.214824
4 2222010.309912 2222010.309912 2222046.209912 2222046.209912
6 2221942.513931 2221942.513931 2221978.413931 2221978.413931
15 2221916.877181 2221916.877181 2221952.777181 2221952.777181
36 2221908.398874 2221908.398874 2221944.298874 2221944.298874
41 1350024.835525 1350024.835525 1350060.735525 1350060.735525
42 1349694.326081 1349694.326081 1349730.226081 1349730.226081
44 1349262.105308 1349262.105308 1349298.005308 1349298.005308
55 1349217.551416 1349217.551416 1349253.451416 1349253.451416
161 1047363.094340 1047363.094340 1047398.994340 1047398.994340
162 1047258.914562 1047258.914562 1047294.814562 1047294.814562
166 1047182.360401 1047182.360401 1047218.260401 1047218.260401
175 1047143.737443 1047143.737443 1047179.637443 1047179.637443
196 1046986.216941 1046986.216941 1047022.116941 1047022.116941
281 707691.320853 707691.320853 707727.220853 707727.220853
283 707559.634573 707559.634573 707595.534573 707595.534573
288 707425.108668 707425.108668 707461.008668 707461.008668
316 707294.832127 707294.832127 707330.732127 707330.732127
601 497149.915443 497149.915443 497185.815443 497185.815443
604 497082.133637 497082.133637 497118.033637 497118.033637
615 497050.819946 497050.819946 497086.719946 497086.719946
623 496955.152136 496955.152136 496991.052136 496991.052136
636 496941.061878 496941.061878 496976.961878 496976.961878
639 496866.070290 496866.070290 496901.970290 496901.970290
2256 311610.437916 311610.437916 311646.337916 311646.337916
2259 311136.948665 311136.948665 311172.848665 311172.848665
2264 309094.550200 309094.550200 309130.450200 309130.450200
3451 309072.385546 309072.385546 309108.285546 309108.285546
3463 309068.821146 309068.821146 309104.721146 309104.721146
3467 309047.007318 309047.007318 309082.907318 309082.907318
3473 309040.998615 309040.998615 309076.898615 309076.898615
3477 309024.462022 309024.462022 309060.362022 309060.362022
3486 308990.922486 308990.922486 309026.822486 309026.822486
7701 233805.067041 233805.067041 233840.967041 233840.967041
8213 192564.615269 192564.615269 192600.515269 192600.515269
9751 192562.725884 192562.725884 192598.625884 192598.625884
9753 192506.018376 192506.018376 192541.918376 192541.918376
9756 192488.531064 192488.531064 192524.431064 192524.431064
9758 192479.038907 192479.038907 192514.938907 192514.938907
9772 192463.811839 192463.811839 192499.711839 192499.711839
9773 192444.712134 192444.712134 192480.612134 192480.612134
9779 192407.692402 192407.692402 192443.592402 192443.592402
9788 192354.499951 192354.499951 192390.399951 192390.399951
285000 1464400.736610 192354.499951 1464400.736610 192390.399951
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1097812.567682 1097812.567682 1097848.467682 1097848.467682
2 1097651.860415 1097651.860415 1097687.760415 1097687.760415
4 1097636.480827 1097636.480827 1097672.380827 1097672.380827
6 1097635.820215 1097635.820215 1097671.720215 1097671.720215
39 1097619.117283 1097619.117283 1097655.017283 1097655.017283
41 615176.326377 615176.326377 615212.226377 615212.226377
42 614944.923674 614944.923674 614980.823674 614980.823674
46 614842.761486 614842.761486 614878.661486 614878.661486
55 614751.287850 614751.287850 614787.187850 614787.187850
1161 552417.838082 552417.838082 552453.738082 552453.738082
1162 552144.355570 552144.355570 552180.255570 552180.255570
1166 552084.996657 552084.996657 552120.896657 552120.896657
1196 552024.649651 552024.649651 552060.549651 552060.549651
2018 487141.837296 487141.837296 487177.737296 487177.737296
2025 474297.503878 474297.503878 474333.403878 474333.403878
2494 368394.268976 368394.268976 368430.168976 368430.168976
2496 354062.268111 354062.268111 354098.168111 354098.168111
2497 325079.557821 325079.557821 325115.457821 325115.457821
2499 323494.683610 323494.683610 323530.583610 323530.583610
4012 323430.432281 323430.432281 323466.332281 323466.332281
4016 323399.928080 323399.928080 323435.828080 323435.828080
4019 323391.212318 323391.212318 323427.112318 323427.112318
4046 323320.042439 323320.042439 323355.942439 323355.942439
7740 319552.265326 319552.265326 319588.165326 319588.165326
7928 308352.887832 308352.887832 308388.787832 308388.787832
8231 299186.247385 299186.247385 299222.147385 299222.147385
8434 101919.073294 101919.073294 101954.973294 101954.973294
10272 101810.172917 101810.172917 101846.072917 101846.072917
10288 101791.806910 101791.806910 101827.706910 101827.706910
10296 101768.157483 101768.157483 101804.057483 101804.057483
10308 101766.537321 101766.537321 101802.437321 101802.437321
285000 1653220.166832 101766.537321 1653220.166832 101802.437321
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 431046.615417 431046.615417 431077.985417 431077.985417
2 430128.546608 430128.546608 430159.916608 430159.916608
11 429967.725379 429967.725379 429999.095379 429999.095379
481 363416.111421 363416.111421 363447.481421 363447.481421
482 362985.859864 362985.859864 363017.229864 363017.229864
488 362972.200758 362972.200758 363003.570758 363003.570758
489 362943.868130 362943.868130 362975.238130 362975.238130
496 362934.552105 362934.552105 362965.922105 362965.922105
2001 303706.283986 303706.283986 303737.653986 303737.653986
2004 284083.432141 284083.432141 284114.802141 284114.802141
2007 264394.659062 264394.659062 264426.029062 264426.029062
2011 256378.397583 256378.397583 256409.767583 256409.767583
2205 234077.917646 234077.917646 234109.287646 234109.287646
2214 219100.698293 219100.698293 219132.068293 219132.068293
3332 218951.804953 218951.804953 218983.174953 218983.174953
3339 218920.728131 218920.728131 218952.098131 218952.098131
3346 218912.428368 218912.428368 218943.798368 218943.798368
7706 116281.024721 116281.024721 116312.394721 116312.394721
7707 65289.916568 65289.916568 65321.286568 65321.286568
7876 39216.091801 39216.091801 39247.461801 39247.461801
7884 34031.485374 34031.485374 34062.855374 34062.855374
8954 34028.681855 34028.681855 34060.051855 34060.051855
8955 34014.997721 34014.997721 34046.367721 34046.367721
8964 34012.954972 34012.954972 34044.324972 34044.324972
13584 29906.677463 29906.677463 29938.047463 29938.047463
14654 29874.720302 29874.720302 29906.090302 29906.090302
14664 29842.244532 29842.244532 29873.614532 29873.614532
14675 29841.972194 29841.972194 29873.342194 29873.342194
193008 27402.572272 27402.572272 27433.942272 27433.942272
193924 27342.857495 27342.857495 27374.227495 27374.227495
193933 27275.790103 27275.790103 27307.160103 27307.160103
285000 308684.595943 27275.790103 308684.595943 27307.160103
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1249484.790907 1249484.790907 1249516.160907 1249516.160907
2 1248648.550127 1248648.550127 1248679.920127 1248679.920127
8 1248241.816615 1248241.816615 1248273.186615 1248273.186615
41 1220104.332768 1220104.332768 1220135.702768 1220135.702768
42 1219139.047243 1219139.047243 1219170.417243 1219170.417243
48 1218950.491680 1218950.491680 1218981.861680 1218981.861680
81 1203852.113926 1203852.113926 1203883.483926 1203883.483926
82 1202734.738848 1202734.738848 1202766.108848 1202766.108848
88 1202625.638341 1202625.638341 1202657.008341 1202657.008341
