"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 59.342963 59.342963 50.132963 50.132963
2 59.342953 59.342953 50.132953 50.132953
4 59.342949 59.342949 50.132949 50.132949
6 59.342942 59.342942 50.132942 50.132942
8 59.342930 59.342930 50.132930 50.132930
9 59.342908 59.342908 50.132908 50.132908
171 50.797980 50.797980 41.587980 41.587980
172 50.797970 50.797970 41.587970 41.587970
174 50.797966 50.797966 41.587966 41.587966
176 50.797959 50.797959 41.587959 41.587959
178 50.797946 50.797946 41.587946 41.587946
179 50.797925 50.797925 41.587925 41.587925
271 39.046830 39.046830 29.836830 29.836830
272 39.046820 39.046820 29.836820 29.836820
274 39.046816 39.046816 29.836816 29.836816
276 39.046809 39.046809 29.836809 29.836809
278 39.046797 39.046797 29.836797 29.836797
279 39.046775 39.046775 29.836775 29.836775
960 27.650697 27.650697 18.440697 18.440697
1624 27.650688 27.650688 18.440688 18.440688
1628 27.650669 27.650669 18.440669 18.440669
1629 27.650647 27.650647 18.440647 18.440647
2313 22.449190 22.449190 13.239190 13.239190
2446 14.543260 14.543260 5.333260 5.333260
3052 14.543255 14.543255 5.333255 5.333255
3054 14.543252 14.543252 5.333252 5.333252
3056 14.543245 14.543245 5.333245 5.333245
3058 14.543232 14.543232 5.333232 5.333232
3059 14.543210 14.543210 5.333210 5.333210
3311 10.685848 10.685848 1.475848 1.475848
3424 5.996681 5.996681 -3.213319 -3.213319
4182 5.996676 5.996676 -3.213324 -3.213324
4184 5.996672 5.996672 -3.213328 -3.213328
4656 5.761346 5.761346 -3.448654 -3.448654
4755 2.627373 2.627373 -6.582627 -6.582627
4763 0.744171 0.744171 -8.465829 -8.465829
4765 0.409902 0.409902 -8.800098 -8.800098
5522 0.409897 0.409897 -8.800103 -8.800103
5524 0.409894 0.409894 -8.800106 -8.800106
5526 0.409887 0.409887 -8.800113 -8.800113
6107 0.112502 0.112502 -9.097498 -9.097498
6118 0.099809 0.099809 -9.110191 -9.110191
6872 0.099804 0.099804 -9.110196 -9.110196
7468 0.000000 0.000000 -9.210000 -9.210000
135000 0.000000 0.000000 0.000000 -9.210000
