"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 111.270413 111.270413 213.880413 213.880413
2 111.253699 111.253699 213.863699 213.863699
61 94.436599 94.436599 197.046599 197.046599
81 31.493216 31.493216 134.103216 134.103216
82 31.489169 31.489169 134.099169 134.099169
83 31.488830 31.488830 134.098830 134.098830
85 31.485783 31.485783 134.095783 134.095783
120000 5269643317814517049840139159638351058575844362187480991167884255168254433779909745519457603480673414344213361293460364141072059601430701131431936.000000 31.485783 5269643317814517049840139159638351058575844362187480991167884255168254433779909745519457603480673414344213361293460364141072059601430701131431936.000000 134.095783
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 137.325193 137.325193 239.935193 239.935193
41 133.785544 133.785544 236.395544 236.395544
42 133.761757 133.761757 236.371757 236.371757
51 58.509387 58.509387 161.119387 161.119387
201 37.232329 37.232329 139.842329 139.842329
206 37.231490 37.231490 139.841490 139.841490
120000 49845840574766856209042206441377375322321203406565562749100540816878478767369888555006269167932063916717119965134765176725699612272955235860742144.000000 37.231490 49845840574766856209042206441377375322321203406565562749100540816878478767369888555006269167932063916717119965134765176725699612272955235860742144.000000 139.841490
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 99.302998 99.302998 201.912998 201.912998
2 99.288490 99.288490 201.898490 201.898490
51 68.010451 68.010451 170.620451 170.620451
53 68.009292 68.009292 170.619292 170.619292
56 68.009122 68.009122 170.619122 170.619122
57 68.006721 68.006721 170.616721 170.616721
311 46.232413 46.232413 148.842413 148.842413
312 46.215185 46.215185 148.825185 148.825185
120000 194581335670924763704073717126564501236827269457171144093196459835924976077254559171390755892729755662193847312938219640991535098259018030130397184.000000 46.215185 194581335670924763704073717126564501236827269457171144093196459835924976077254559171390755892729755662193847312938219640991535098259018030130397184.000000 148.825185
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 212.407593 212.407593 305.707593 305.707593
2 212.407100 212.407100 305.707100 305.707100
3 212.403255 212.403255 305.703255 305.703255
21 142.794749 142.794749 236.094749 236.094749
24 142.787478 142.787478 236.087478 236.087478
41 89.687498 89.687498 182.987498 182.987498
42 89.684603 89.684603 182.984603 182.984603
44 89.682068 89.682068 182.982068 182.982068
